Encoder,Video Number,Resolution,Distortion Level,MOS,path
AVS2,2,2160p,2,83.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/3840x2160_2.mp4
AVS2,2,2160p,3,84.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/3840x2160_3.mp4
AVS2,2,2160p,4,88.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/3840x2160_4.mp4
AV1,2,2160p,1,75.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/3840x2160_1.mp4
AV1,2,2160p,2,79.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/3840x2160_2.mp4
AV1,2,2160p,3,81.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/3840x2160_3.mp4
AV1,2,2160p,4,88.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/3840x2160_4.mp4
HEVC,3,2160p,1,20.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/3840x2160_1.mp4
HEVC,3,2160p,2,46.67,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/3840x2160_2.mp4
HEVC,3,2160p,3,57.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/3840x2160_3.mp4
HEVC,3,2160p,4,73.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/3840x2160_4.mp4
H264,3,2160p,1,13.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/3840x2160_1.mp4
H264,3,2160p,2,32.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/3840x2160_2.mp4
H264,3,2160p,3,48.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/3840x2160_3.mp4
H264,3,2160p,4,65.12,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/3840x2160_4.mp4
VP9,3,2160p,1,33.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/3840x2160_1.mp4
VP9,3,2160p,2,46.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/3840x2160_2.mp4
VP9,3,2160p,3,59.33,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/3840x2160_3.mp4
VP9,3,2160p,4,84.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/3840x2160_4.mp4
AVS2,3,2160p,1,35.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/3840x2160_1.mp4
AVS2,3,2160p,2,43.72,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/3840x2160_2.mp4
AVS2,3,2160p,3,59.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/3840x2160_3.mp4
AVS2,3,2160p,4,79.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/3840x2160_4.mp4
AV1,3,2160p,1,63.14,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/3840x2160_1.mp4
AV1,3,2160p,2,84.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/3840x2160_2.mp4
AV1,3,2160p,3,90.6,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/3840x2160_3.mp4
AV1,3,2160p,4,97.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/3840x2160_4.mp4
HEVC,4,2160p,1,17.95,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/3840x2160_1.mp4
HEVC,4,2160p,2,35.31,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/3840x2160_2.mp4
HEVC,4,2160p,3,58.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/3840x2160_3.mp4
HEVC,4,2160p,4,74.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/3840x2160_4.mp4
H264,4,2160p,1,5.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/3840x2160_1.mp4
H264,4,2160p,2,26.94,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/3840x2160_2.mp4
H264,4,2160p,3,50.24,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/3840x2160_3.mp4
H264,4,2160p,4,73.67,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/3840x2160_4.mp4
VP9,4,2160p,1,44.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/3840x2160_1.mp4
VP9,4,2160p,2,48.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/3840x2160_2.mp4
VP9,4,2160p,3,71.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/3840x2160_3.mp4
VP9,4,2160p,4,81.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/3840x2160_4.mp4
AVS2,4,2160p,1,28.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/3840x2160_1.mp4
AVS2,4,2160p,2,49.93,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/3840x2160_2.mp4
AVS2,4,2160p,3,58.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/3840x2160_3.mp4
AVS2,4,2160p,4,76.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/3840x2160_4.mp4
AV1,4,2160p,1,50.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/3840x2160_1.mp4
AV1,4,2160p,2,64.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/3840x2160_2.mp4
AV1,4,2160p,3,78.98,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/3840x2160_3.mp4
AV1,4,2160p,4,87.12,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/3840x2160_4.mp4
HEVC,5,2160p,1,23.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/3840x2160_1.mp4
HEVC,5,2160p,2,57.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/3840x2160_2.mp4
HEVC,5,2160p,3,65.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/3840x2160_3.mp4
HEVC,5,2160p,4,77.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/3840x2160_4.mp4
H264,5,2160p,1,23.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/3840x2160_1.mp4
H264,5,2160p,2,45.03,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/3840x2160_2.mp4
H264,5,2160p,3,62.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/3840x2160_3.mp4
H264,5,2160p,4,79.7,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/3840x2160_4.mp4
VP9,5,2160p,1,42.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/3840x2160_1.mp4
VP9,5,2160p,2,65.35,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/3840x2160_2.mp4
VP9,5,2160p,3,80.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/3840x2160_3.mp4
VP9,5,2160p,4,87.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/3840x2160_4.mp4
AVS2,5,2160p,1,36.6,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/3840x2160_1.mp4
AVS2,5,2160p,2,59.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/3840x2160_2.mp4
AVS2,5,2160p,3,63.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/3840x2160_3.mp4
AVS2,5,2160p,4,80.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/3840x2160_4.mp4
AV1,5,2160p,1,65.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/3840x2160_1.mp4
AV1,5,2160p,2,89.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/3840x2160_2.mp4
AV1,5,2160p,3,93.17,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/3840x2160_3.mp4
AV1,5,2160p,4,90.09,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/3840x2160_4.mp4
HEVC,6,2160p,1,26.61,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/3840x2160_1.mp4
HEVC,6,2160p,2,56.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/3840x2160_2.mp4
HEVC,6,2160p,3,72.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/3840x2160_3.mp4
HEVC,6,2160p,4,82.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/3840x2160_4.mp4
H264,6,2160p,1,26.42,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/3840x2160_1.mp4
H264,6,2160p,2,59.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/3840x2160_2.mp4
H264,6,2160p,3,79.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/3840x2160_3.mp4
H264,6,2160p,4,79.03,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/3840x2160_4.mp4
VP9,6,2160p,1,60.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/3840x2160_1.mp4
VP9,6,2160p,2,78.23,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/3840x2160_2.mp4
VP9,6,2160p,3,90.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/3840x2160_3.mp4
VP9,6,2160p,4,80.62,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/3840x2160_4.mp4
AVS2,6,2160p,1,54.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/3840x2160_1.mp4
AVS2,6,2160p,2,69.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/3840x2160_2.mp4
AVS2,6,2160p,3,65.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/3840x2160_3.mp4
AVS2,6,2160p,4,81.17,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/3840x2160_4.mp4
AV1,6,2160p,1,70.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/3840x2160_1.mp4
AV1,6,2160p,2,90.26,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/3840x2160_2.mp4
AV1,6,2160p,3,81.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/3840x2160_3.mp4
AV1,6,2160p,4,92.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/3840x2160_4.mp4
HEVC,7,2160p,1,20.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/3840x2160_1.mp4
HEVC,7,2160p,2,47.48,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/3840x2160_2.mp4
HEVC,7,2160p,3,64.33,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/3840x2160_3.mp4
HEVC,7,2160p,4,82.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/3840x2160_4.mp4
H264,7,2160p,1,3.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/3840x2160_1.mp4
H264,7,2160p,2,23.75,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/3840x2160_2.mp4
H264,7,2160p,3,49.36,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/3840x2160_3.mp4
H264,7,2160p,4,70.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/3840x2160_4.mp4
VP9,7,2160p,1,42.9,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/3840x2160_1.mp4
VP9,7,2160p,2,43.31,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/3840x2160_2.mp4
VP9,7,2160p,3,63.42,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/3840x2160_3.mp4
VP9,7,2160p,4,85.72,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/3840x2160_4.mp4
AVS2,7,2160p,1,28.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/3840x2160_1.mp4
AVS2,7,2160p,2,55.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/3840x2160_2.mp4
AVS2,7,2160p,3,76.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/3840x2160_3.mp4
AVS2,7,2160p,4,76.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/3840x2160_4.mp4
AV1,7,2160p,1,57.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/3840x2160_1.mp4
AV1,7,2160p,2,61.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/3840x2160_2.mp4
AV1,7,2160p,3,76.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/3840x2160_3.mp4
AV1,7,2160p,4,91.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/3840x2160_4.mp4
HEVC,8,2160p,1,17.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/3840x2160_1.mp4
HEVC,8,2160p,2,28.23,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/3840x2160_2.mp4
HEVC,8,2160p,3,54.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/3840x2160_3.mp4
HEVC,8,2160p,4,78.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/3840x2160_4.mp4
H264,8,2160p,1,5.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/3840x2160_1.mp4
H264,8,2160p,2,28.68,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/3840x2160_2.mp4
H264,8,2160p,3,48.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/3840x2160_3.mp4
H264,8,2160p,4,80.2,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/3840x2160_4.mp4
VP9,8,2160p,1,41.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/3840x2160_1.mp4
VP9,8,2160p,2,63.44,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/3840x2160_2.mp4
VP9,8,2160p,3,84.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/3840x2160_3.mp4
VP9,8,2160p,4,92.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/3840x2160_4.mp4
AVS2,8,2160p,1,25.84,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/3840x2160_1.mp4
AVS2,8,2160p,2,34.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/3840x2160_2.mp4
AVS2,8,2160p,3,48.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/3840x2160_3.mp4
AVS2,8,2160p,4,70.23,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/3840x2160_4.mp4
AV1,8,2160p,1,47.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/3840x2160_1.mp4
AV1,8,2160p,2,80.31,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/3840x2160_2.mp4
AV1,8,2160p,3,91.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/3840x2160_3.mp4
AV1,8,2160p,4,92.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/3840x2160_4.mp4
HEVC,9,2160p,1,36.14,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/3840x2160_1.mp4
HEVC,9,2160p,2,50.56,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/3840x2160_2.mp4
HEVC,9,2160p,3,63.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/3840x2160_3.mp4
HEVC,9,2160p,4,83.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/3840x2160_4.mp4
H264,9,2160p,1,18.14,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/3840x2160_1.mp4
H264,9,2160p,2,47.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/3840x2160_2.mp4
H264,9,2160p,3,61.71,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/3840x2160_3.mp4
H264,9,2160p,4,74.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/3840x2160_4.mp4
VP9,9,2160p,1,46.89,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/3840x2160_1.mp4
VP9,9,2160p,2,63.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/3840x2160_2.mp4
VP9,9,2160p,3,74.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/3840x2160_3.mp4
VP9,9,2160p,4,78.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/3840x2160_4.mp4
AVS2,9,2160p,1,47.24,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/3840x2160_1.mp4
AVS2,9,2160p,2,56.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/3840x2160_2.mp4
AVS2,9,2160p,3,64.7,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/3840x2160_3.mp4
AVS2,9,2160p,4,73.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/3840x2160_4.mp4
AV1,9,2160p,1,71.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/3840x2160_1.mp4
AV1,9,2160p,2,75.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/3840x2160_2.mp4
AV1,9,2160p,3,82.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/3840x2160_3.mp4
AV1,9,2160p,4,82.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/3840x2160_4.mp4
HEVC,10,2160p,1,23.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/3840x2160_1.mp4
HEVC,10,2160p,2,48.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/3840x2160_2.mp4
HEVC,10,2160p,3,64.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/3840x2160_3.mp4
HEVC,10,2160p,4,77.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/3840x2160_4.mp4
H264,10,2160p,1,8.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/3840x2160_1.mp4
H264,10,2160p,2,34.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/3840x2160_2.mp4
H264,10,2160p,3,44.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/3840x2160_3.mp4
H264,10,2160p,4,72.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/3840x2160_4.mp4
VP9,10,2160p,1,47.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/3840x2160_1.mp4
VP9,10,2160p,2,60.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/3840x2160_2.mp4
VP9,10,2160p,3,68.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/3840x2160_3.mp4
VP9,10,2160p,4,82.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/3840x2160_4.mp4
AVS2,10,2160p,1,35.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/3840x2160_1.mp4
AVS2,10,2160p,2,44.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/3840x2160_2.mp4
AVS2,10,2160p,3,58.35,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/3840x2160_3.mp4
AVS2,10,2160p,4,77.33,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/3840x2160_4.mp4
AV1,10,2160p,1,59.33,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/3840x2160_1.mp4
AV1,10,2160p,2,69.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/3840x2160_2.mp4
AV1,10,2160p,3,80.42,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/3840x2160_3.mp4
AV1,10,2160p,4,88.94,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/3840x2160_4.mp4
HEVC,11,2160p,1,21.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/3840x2160_1.mp4
HEVC,11,2160p,2,41.48,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/3840x2160_2.mp4
HEVC,11,2160p,3,70.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/3840x2160_3.mp4
HEVC,11,2160p,4,85.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/3840x2160_4.mp4
H264,11,2160p,1,3.8,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/3840x2160_1.mp4
H264,11,2160p,2,18.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/3840x2160_2.mp4
H264,11,2160p,3,47.7,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/3840x2160_3.mp4
H264,11,2160p,4,78.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/3840x2160_4.mp4
VP9,11,2160p,1,47.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/3840x2160_1.mp4
VP9,11,2160p,2,59.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/3840x2160_2.mp4
VP9,11,2160p,3,75.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/3840x2160_3.mp4
VP9,11,2160p,4,88.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/3840x2160_4.mp4
AVS2,11,2160p,1,34.94,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/3840x2160_1.mp4
AVS2,11,2160p,2,49.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/3840x2160_2.mp4
AVS2,11,2160p,3,73.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/3840x2160_3.mp4
AVS2,11,2160p,4,82.28,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/3840x2160_4.mp4
AV1,11,2160p,1,62.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/3840x2160_1.mp4
AV1,11,2160p,2,75.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/3840x2160_2.mp4
AV1,11,2160p,3,84.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/3840x2160_3.mp4
AV1,11,2160p,4,91.95,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/3840x2160_4.mp4
HEVC,12,2160p,1,16.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/3840x2160_1.mp4
HEVC,12,2160p,2,45.98,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/3840x2160_2.mp4
HEVC,12,2160p,3,64.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/3840x2160_3.mp4
HEVC,12,2160p,4,77.83,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/3840x2160_4.mp4
H264,12,2160p,1,13.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/3840x2160_1.mp4
H264,12,2160p,2,36.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/3840x2160_2.mp4
H264,12,2160p,3,61.18,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/3840x2160_3.mp4
H264,12,2160p,4,81.7,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/3840x2160_4.mp4
VP9,12,2160p,1,38.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/3840x2160_1.mp4
VP9,12,2160p,2,53.27,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/3840x2160_2.mp4
VP9,12,2160p,3,71.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/3840x2160_3.mp4
VP9,12,2160p,4,82.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/3840x2160_4.mp4
AVS2,12,2160p,1,32.23,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/3840x2160_1.mp4
AVS2,12,2160p,2,43.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/3840x2160_2.mp4
AVS2,12,2160p,3,49.08,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/3840x2160_3.mp4
AVS2,12,2160p,4,63.58,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/3840x2160_4.mp4
AV1,12,2160p,1,59.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/3840x2160_1.mp4
